"","GTAP_Region","CLUM_category","year","NApercent","ZScore_Index","MaxMin_Index"
"1971","Thailand","Food",2004,54.5454545454545,-0.0162647688403285,0.531262550306261
"1972","Thailand","Government",2004,10,0.660575162298708,0.664488587942849
"1973","Thailand","Gross Fixed Capital Formation",2004,0,-0.0955442964436954,0.251800045294724
"1974","Thailand","Housing",2004,16.6666666666667,0.542009695104306,0.853857929427124
"1975","Thailand","Services",2004,50,0.287359463583523,0.478110490682756
"1976","Thailand","Food",2007,54.5454545454545,0.155668359208107,0.547522046457903
"1977","Thailand","Government",2007,0,0.561112545370817,0.635856727648405
"1978","Thailand","Gross Fixed Capital Formation",2007,0,-0.0912117518036887,0.37533993397545
"1979","Thailand","Housing",2007,28.5714285714286,0.540177376847492,0.86488841504097
"1980","Thailand","Personal Transportation",2007,88.8888888888889,0.819306307695955,0.736596736596737
"1981","Thailand","Services",2007,42.8571428571429,0.0950280837177517,0.552771367568045
"1982","Thailand","Food",2011,50,0.023711504134471,0.524724393688199
"1983","Thailand","Government",2011,0,0.707916430859554,0.615402076536931
"1984","Thailand","Gross Fixed Capital Formation",2011,0,0.382142439527297,0.476549297039492
"1985","Thailand","Housing",2011,28.5714285714286,0.545727623158967,0.879212825494128
"1986","Thailand","Services",2011,47.6190476190476,0.448678966405627,0.600693746458393
"1987","Togo","Food",2004,45.4545454545455,-0.938897634074103,0.312331718224126
"1988","Togo","Government",2004,10,-0.110660378954528,0.464512476361325
"1989","Togo","Gross Fixed Capital Formation",2004,40,0.0128878840124544,0.232665815812348
"1990","Togo","Housing",2004,16.6666666666667,-1.71347728013644,0.197687373008721
"1991","Togo","Services",2004,27.7777777777778,-0.689189130836463,0.517586687297295
"1992","Togo","Food",2007,45.4545454545455,-0.761585414402468,0.32706872115075
"1993","Togo","Government",2007,18.1818181818182,-0.222439920815135,0.478372120514638
"1994","Togo","Gross Fixed Capital Formation",2007,33.3333333333333,0.505395278303419,0.449823282581967
"1995","Togo","Housing",2007,14.2857142857143,-1.64926008281593,0.197539523201128
"1996","Togo","Personal Transportation",2007,66.6666666666667,-0.559519356177307,0.248552596828459
"1997","Togo","Services",2007,19.047619047619,-0.916267504627818,0.454640329030919
"1998","Togo","Food",2011,50,-0.654932704636917,0.407473041403747
"1999","Togo","Government",2011,16.6666666666667,-0.00336993262926502,0.426591441054584
"2000","Togo","Gross Fixed Capital Formation",2011,50,-0.57369520798971,0.197705273382083
"2001","Togo","Housing",2011,14.2857142857143,-1.69253473904177,0.21741774768769
"2002","Togo","Services",2011,23.8095238095238,-0.855163537065966,0.382349573705774
"2003","Trinidad and Tobago","Food",2004,36.3636363636364,0.22415883094392,0.463901177886526
"2004","Trinidad and Tobago","Government",2004,30,0.494375139588883,0.653859380253093
"2005","Trinidad and Tobago","Gross Fixed Capital Formation",2004,40,-0.0408370418726267,0.368823917162952
"2006","Trinidad and Tobago","Housing",2004,16.6666666666667,0.81564360270691,0.964642406204509
"2007","Trinidad and Tobago","Services",2004,27.7777777777778,0.113041911156619,0.600693892225171
"2008","Trinidad and Tobago","Food",2007,54.5454545454545,-0.036205217135163,0.535565230164404
"2009","Trinidad and Tobago","Government",2007,36.3636363636364,-0.00825356640781164,0.58646833349667
"2010","Trinidad and Tobago","Gross Fixed Capital Formation",2007,33.3333333333333,0.0916569519828866,0.470418213293805
"2011","Trinidad and Tobago","Housing",2007,14.2857142857143,0.904020463521362,0.960639061114563
"2012","Trinidad and Tobago","Services",2007,28.5714285714286,0.14377030415387,0.608088585771218
"2013","Trinidad and Tobago","Food",2011,10,-0.0314273409780528,0.61586447631515
"2014","Trinidad and Tobago","Government",2011,50,0.110966566683391,0.532935528862779
"2015","Trinidad and Tobago","Gross Fixed Capital Formation",2011,16.6666666666667,-0.0450853382717162,0.374053504412098
"2016","Trinidad and Tobago","Housing",2011,14.2857142857143,0.862902955411824,0.96383040481592
"2017","Trinidad and Tobago","Services",2011,66.6666666666667,0.0179175480093886,0.404971849395013
"2018","Tunisia","Food",2004,36.3636363636364,-0.299198743397256,0.413710639697282
"2019","Tunisia","Goods",2004,16.6666666666667,0.530767644613847,0.473470735881955
"2020","Tunisia","Government",2004,10,0.611721167857284,0.613830109962081
"2021","Tunisia","Gross Fixed Capital Formation",2004,20,0.0453155481879974,0.330278683436872
"2022","Tunisia","Housing",2004,0,0.445325992447514,0.842449539516516
"2023","Tunisia","Personal Transportation",2004,80,1.16262631864303,0.680851867110641
"2024","Tunisia","Services",2004,11.1111111111111,0.165962838084348,0.577409694844061
"2025","Tunisia","Food",2007,36.3636363636364,-0.098603621765503,0.419140869044255
"2026","Tunisia","Government",2007,18.1818181818182,0.590754091849026,0.592018590484195
"2027","Tunisia","Gross Fixed Capital Formation",2007,16.6666666666667,-0.0120840361458872,0.447095844319071
"2028","Tunisia","Housing",2007,0,0.598695219599494,0.868941901726087
"2029","Tunisia","Personal Transportation",2007,77.7777777777778,0.794606839556667,0.52983682983683
"2030","Tunisia","Services",2007,23.8095238095238,0.193475128980977,0.598061520986063
"2031","Tunisia","Food",2011,40,-0.139474074472868,0.452029408817602
"2032","Tunisia","Gross Fixed Capital Formation",2011,16.6666666666667,0.128721786732819,0.47949541171999
"2033","Tunisia","Housing",2011,0,0.621623168824612,0.892003884933622
"2034","Tunisia","Services",2011,33.3333333333333,0.129415765578605,0.581427789261172
"2035","Turkey","Food",2004,9.09090909090909,0.254635288071957,0.651779380332546
"2036","Turkey","Government",2004,10,-0.659363686773264,0.460140299669394
"2037","Turkey","Gross Fixed Capital Formation",2004,40,-0.0677106469553083,0.0895524140272862
"2038","Turkey","Housing",2004,33.3333333333333,0.418647779843417,0.83380687115265
"2039","Turkey","Services",2004,16.6666666666667,0.0643612128724002,0.594491899307695
"2040","Turkey","Food",2007,45.4545454545455,0.153354835837883,0.524001003174217
"2041","Turkey","Government",2007,27.2727272727273,-0.398008486443038,0.56328714519167
"2042","Turkey","Gross Fixed Capital Formation",2007,33.3333333333333,-0.262532732554005,0.280303019087792
"2043","Turkey","Housing",2007,42.8571428571429,0.438166450696146,0.851414085714241
"2044","Turkey","Personal Transportation",2007,88.8888888888889,0.512019571239737,0.685314685314685
"2045","Turkey","Services",2007,33.3333333333333,0.175350153224316,0.623430777890231
"2046","Turkey","Food",2011,40,0.245090450616554,0.515238999009377
"2047","Turkey","Government",2011,25,-0.383403496085448,0.516996041105613
"2048","Turkey","Gross Fixed Capital Formation",2011,0,0.0882867851595161,0.421150538564956
"2049","Turkey","Housing",2011,42.8571428571429,0.469397295838871,0.875132460994774
"2050","Turkey","Services",2011,38.0952380952381,0.170148669196083,0.599646216228521
"2051","Uganda","Goods",2004,0,-0.642230360075961,0.183477101261194
"2052","Uganda","Government",2004,20,0.145562281122086,0.603277022754841
"2053","Uganda","Gross Fixed Capital Formation",2004,60,-1.32880009736713,0.102494050739213
"2054","Uganda","Housing",2004,16.6666666666667,-1.34535815185355,0.302671225553106
"2055","Uganda","Personal Transportation",2004,90,-0.917653357868687,0.0444444444444444
"2056","Uganda","Services",2004,27.7777777777778,-1.13170484942526,0.377336736887692
"2057","Uganda","Goods",2007,0,-0.555553762682167,0.247673755470418
"2058","Uganda","Gross Fixed Capital Formation",2007,33.3333333333333,-0.572190712539362,0.368050011355003
"2059","Uganda","Housing",2007,14.2857142857143,-1.33216034107575,0.280395896108918
"2060","Uganda","Personal Transportation",2007,77.7777777777778,-0.59222686398259,0.264982718430994
"2061","Uganda","Services",2007,28.5714285714286,-0.777768159394359,0.429659161763523
"2062","Uganda","Food",2011,30,-0.19270406692615,0.497084750408373
"2063","Uganda","Government",2011,16.6666666666667,-0.363809620653473,0.399701912087992
"2064","Uganda","Gross Fixed Capital Formation",2011,33.3333333333333,-0.757956339535332,0.250382270079796
"2065","Uganda","Housing",2011,14.2857142857143,-1.36308384416254,0.297588277190979
"2066","Uganda","Services",2011,23.8095238095238,-0.747505671827502,0.445207649975889
"2067","Ukraine","Food",2004,45.4545454545455,0.0654962217096404,0.501231233650937
"2068","Ukraine","Government",2004,20,0.0309283146125997,0.554336483205767
"2069","Ukraine","Gross Fixed Capital Formation",2004,0,0.0962231843050743,0.281194942982423
"2070","Ukraine","Housing",2004,0,0.577362883098935,0.862102610277582
"2071","Ukraine","Services",2004,27.7777777777778,0.368185968469248,0.711580829158415
"2072","Ukraine","Food",2007,36.3636363636364,-0.195439403579175,0.421105247291703
"2073","Ukraine","Government",2007,18.1818181818182,-0.324359669019959,0.525500405709868
"2074","Ukraine","Gross Fixed Capital Formation",2007,0,-0.000571629797959279,0.410935454805606
"2075","Ukraine","Housing",2007,14.2857142857143,0.550184337465487,0.869433399373619
"2076","Ukraine","Personal Transportation",2007,88.8888888888889,-0.312067585620118,0.547785547785548
"2077","Ukraine","Services",2007,19.047619047619,0.387002889897517,0.684846247680719
"2078","Ukraine","Food",2011,40,0.162107871777769,0.483141264505682
"2079","Ukraine","Government",2011,8.33333333333333,-0.154483155086188,0.448956912620077
"2080","Ukraine","Gross Fixed Capital Formation",2011,0,0.349471463278234,0.481277602675559
"2081","Ukraine","Housing",2011,14.2857142857143,0.548475751537634,0.888084309499709
"2082","Ukraine","Services",2011,14.2857142857143,0.500157023888816,0.727701324406878
"2083","United Arab Emirates","Food",2004,54.5454545454545,2.20949028962272,0.82329871662324
"2084","United Arab Emirates","Housing",2004,0,0.903509622625353,0.967550668353362
"2085","United Arab Emirates","Services",2004,22.2222222222222,0.22565249200051,0.598591139261427
"2086","United Arab Emirates","Food",2007,54.5454545454545,1.71308028168086,0.769695985754097
"2087","United Arab Emirates","Gross Fixed Capital Formation",2007,33.3333333333333,0.286131029023321,0.545620688791364
"2088","United Arab Emirates","Housing",2007,14.2857142857143,0.87477140540396,0.971071254841345
"2089","United Arab Emirates","Personal Transportation",2007,88.8888888888889,1.71323135920495,0.885780885780886
"2090","United Arab Emirates","Services",2007,33.3333333333333,0.164788296872714,0.593219963841423
"2091","United Arab Emirates","Food",2011,40,1.46348404149016,0.681447268436636
"2092","United Arab Emirates","Government",2011,75,0.378471083081059,0.760871624152219
"2093","United Arab Emirates","Gross Fixed Capital Formation",2011,33.3333333333333,0.559305617667648,0.544554845349185
"2094","United Arab Emirates","Housing",2011,14.2857142857143,0.836261160496983,0.975087709047544
"2095","United Arab Emirates","Services",2011,33.3333333333333,0.221604707308601,0.603972680410105
"2096","United Kingdom","Personal Transportation",2007,88.8888888888889,2.06242083245065,0.944055944055944
"2097","United States of America","Personal Transportation",2007,88.8888888888889,2.09035599031031,0.948717948717949
"2098","Uruguay","Food",2004,9.09090909090909,0.157272923706577,0.621201989275065
"2099","Uruguay","Government",2004,0,-0.379891625793791,0.46118835469984
"2100","Uruguay","Gross Fixed Capital Formation",2004,20,-0.0159934280389254,0.320310296947679
"2101","Uruguay","Housing",2004,16.6666666666667,0.725424472929755,0.941904305720847
"2102","Uruguay","Services",2004,22.2222222222222,0.176208429752921,0.606952759689923
"2103","Uruguay","Food",2007,0,0.240123510346242,0.583914285619256
"2104","Uruguay","Government",2007,18.1818181818182,-0.206840277415033,0.530442323003266
"2105","Uruguay","Gross Fixed Capital Formation",2007,16.6666666666667,-0.0494917599978304,0.44567293207526
"2106","Uruguay","Housing",2007,28.5714285714286,0.724404732799469,0.951659207487378
"2107","Uruguay","Personal Transportation",2007,88.8888888888889,-0.270164848830634,0.554778554778555
"2108","Uruguay","Services",2007,28.5714285714286,0.292875967269679,0.636963176318814
"2109","Uruguay","Food",2011,0,0.451988681919241,0.642554053313584
"2110","Uruguay","Government",2011,8.33333333333333,-0.0723484381293821,0.456383600716537
"2111","Uruguay","Gross Fixed Capital Formation",2011,0,0.226704546895009,0.448676194366189
"2112","Uruguay","Housing",2011,28.5714285714286,0.732860959090725,0.963781823603961
"2113","Uruguay","Services",2011,42.8571428571429,0.556368051351541,0.604267121512189
"2114","Zambia","Goods",2004,16.6666666666667,-0.157766888665647,0.233587427533059
"2115","Zambia","Government",2004,40,-1.20709066308239,0.35359362989036
"2116","Zambia","Gross Fixed Capital Formation",2004,40,-0.929835126235772,0.133562114526308
"2117","Zambia","Housing",2004,16.6666666666667,-1.12476829489273,0.367725523596227
"2118","Zambia","Services",2004,27.7777777777778,-0.824233260369951,0.335684829598551
"2119","Zambia","Food",2007,36.3636363636364,-0.303215866239262,0.461859474189777
"2120","Zambia","Goods",2007,0,-0.133639785417562,0.378816967781958
"2121","Zambia","Government",2007,45.4545454545455,-1.06468650465904,0.406705385826341
"2122","Zambia","Gross Fixed Capital Formation",2007,33.3333333333333,-0.509733371162477,0.393035439315243
"2123","Zambia","Housing",2007,28.5714285714286,-1.1971559758349,0.373930197621528
"2124","Zambia","Personal Transportation",2007,11.1111111111111,-0.443239905433277,0.469982402553469
"2125","Zambia","Services",2007,28.5714285714286,-0.64247019332362,0.45564984512093
"2126","Zambia","Gross Fixed Capital Formation",2011,16.6666666666667,-0.731876746435212,0.201646825461593
"2127","Zambia","Housing",2011,14.2857142857143,-1.22870621421798,0.342932712551459
"2128","Zambia","Services",2011,42.8571428571429,-0.710534248420719,0.419405170297238
"2129","Zimbabwe","Gross Fixed Capital Formation",2004,80,-1.09745789973072,0.432155666666667
"2130","Zimbabwe","Housing",2004,16.6666666666667,-0.656881403927546,0.502124558952907
"2131","Zimbabwe","Services",2004,55.5555555555556,-0.726839417056536,0.202183596651384
"2132","Zimbabwe","Government",2007,81.8181818181818,-0.11590838938775,0.624803050908638
"2133","Zimbabwe","Gross Fixed Capital Formation",2007,33.3333333333333,-0.116999267361461,0.495480132589689
"2134","Zimbabwe","Housing",2007,28.5714285714286,-0.769198041878326,0.495194919337559
"2135","Zimbabwe","Personal Transportation",2007,77.7777777777778,0.107173994065197,0.414500442086649
"2136","Zimbabwe","Services",2007,47.6190476190476,-1.0705658902026,0.286287291621516
"2137","Zimbabwe","Goods",2011,44.4444444444444,NA,0.595313114781902
"2138","Zimbabwe","Goods",2011,55.5555555555556,0.212915857704891,NA
"2139","Zimbabwe","Government",2011,41.6666666666667,-0.273884247925668,0.424856231460878
"2140","Zimbabwe","Gross Fixed Capital Formation",2011,16.6666666666667,-0.955378068429026,0.227768118392362
"2141","Zimbabwe","Housing",2011,14.2857142857143,-0.797162356920725,0.470157165072484
